DRRALL,CRRINT,CRRALL,GEO_ID,NAME_rr,state,county,NAME_demo,B01001_001E,B01001_003E,B01001_027E,B03002_012E,B03002_001E,B25003_001E,B25003_003E,children_under_5,pct_children_under_5,pct_hispanic,pct_renter,self_response_rate,internet_response_rate,estimated_hispanic_gap,_rescued_data
0.0,38.9,66.8,0500000US19179,"Wapello County, Iowa",19,179,"Wapello County, Iowa",35292,1094,1085,4069,35292,14193,4780,2179,6.17,11.53,33.68,66.8,38.9,1.73,
0.0,45.1,68.8,0500000US19171,"Tama County, Iowa",19,171,"Tama County, Iowa",17017,539,483,1965,17017,6703,1639,1022,6.01,11.55,24.45,68.8,45.1,1.73,
0.0,44.6,69.7,0500000US19175,"Union County, Iowa",19,175,"Union County, Iowa",12107,325,346,382,12107,4979,1268,671,5.54,3.16,25.47,69.7,44.6,0.47,
0.0,20.0,60.9,0500000US19177,"Van Buren County, Iowa",19,177,"Van Buren County, Iowa",7207,233,206,118,7207,2842,472,439,6.09,1.64,16.61,60.9,20.0,0.25,
0.0,58.8,72.6,0500000US19183,"Washington County, Iowa",19,183,"Washington County, Iowa",22534,684,731,1582,22534,8922,2536,1415,6.28,7.02,28.42,72.6,58.8,1.05,
0.0,19.6,61.5,0500000US19185,"Wayne County, Iowa",19,185,"Wayne County, Iowa",6484,239,213,117,6484,2531,510,452,6.97,1.8,20.15,61.5,19.6,0.27,
0.0,46.6,68.6,0500000US19187,"Webster County, Iowa",19,187,"Webster County, Iowa",36986,1137,977,2173,36986,15582,4724,2114,5.72,5.88,30.32,68.6,46.6,0.88,
0.0,63.0,74.7,0500000US19191,"Winneshiek County, Iowa",19,191,"Winneshiek County, Iowa",20050,480,467,486,20050,8218,1936,947,4.72,2.42,23.56,74.7,63.0,0.36,
0.0,51.8,70.1,0500000US19193,"Woodbury County, Iowa",19,193,"Woodbury County, Iowa",105526,3700,3427,19087,105526,40299,12819,7127,6.75,18.09,31.81,70.1,51.8,2.71,
0.0,43.3,64.9,0500000US19197,"Wright County, Iowa",19,197,"Wright County, Iowa",12897,472,325,1762,12897,5373,1392,797,6.18,13.66,25.91,64.9,43.3,2.05,
0.0,51.3,68.8,0500000US19101,"Jefferson County, Iowa",19,101,"Jefferson County, Iowa",15785,381,350,568,15785,6826,2360,731,4.63,3.6,34.57,68.8,51.3,0.54,
0.0,48.9,71.0,0500000US19109,"Kossuth County, Iowa",19,109,"Kossuth County, Iowa",14718,404,393,561,14718,6421,1682,797,5.42,3.81,26.2,71.0,48.9,0.57,
0.0,21.3,66.0,0500000US19117,"Lucas County, Iowa",19,117,"Lucas County, Iowa",8666,263,253,219,8666,3621,733,516,5.95,2.53,20.24,66.0,21.3,0.38,
0.0,59.2,74.9,0500000US19125,"Marion County, Iowa",19,125,"Marion County, Iowa",33487,934,908,735,33487,13310,3048,1842,5.5,2.19,22.9,74.9,59.2,0.33,
0.0,38.3,66.7,0500000US19133,"Monona County, Iowa",19,133,"Monona County, Iowa",8671,219,241,193,8671,3852,839,460,5.31,2.23,21.78,66.7,38.3,0.33,
0.0,57.5,73.0,0500000US19139,"Muscatine County, Iowa",19,139,"Muscatine County, Iowa",42968,1387,1218,8006,42968,17075,4203,2605,6.06,18.63,24.61,73.0,57.5,2.79,
0.0,47.3,65.1,0500000US19147,"Palo Alto County, Iowa",19,147,"Palo Alto County, Iowa",8938,324,243,326,8938,3635,868,567,6.34,3.65,23.88,65.1,47.3,0.55,
0.0,56.7,72.3,0500000US19155,"Pottawattamie County, Iowa",19,155,"Pottawattamie County, Iowa",93543,2730,2595,7933,93543,37162,11294,5325,5.69,8.48,30.39,72.3,56.7,1.27,
0.0,50.2,73.2,0500000US19165,"Shelby County, Iowa",19,165,"Shelby County, Iowa",11737,323,297,382,11737,4933,1184,620,5.28,3.25,24.0,73.2,50.2,0.49,
0.0,28.5,66.3,0500000US19173,"Taylor County, Iowa",19,173,"Taylor County, Iowa",5916,149,159,529,5916,2442,517,308,5.21,8.94,21.17,66.3,28.5,1.34,
0.0,63.3,75.5,0500000US19181,"Warren County, Iowa",19,181,"Warren County, Iowa",52709,1545,1452,1709,52709,19906,3650,2997,5.69,3.24,18.34,75.5,63.3,0.49,
0.0,52.7,71.6,0500000US19189,"Winnebago County, Iowa",19,189,"Winnebago County, Iowa",10704,255,272,574,10704,4511,1111,527,4.92,5.36,24.63,71.6,52.7,0.8,
0.0,57.8,72.1,0500000US19195,"Worth County, Iowa",19,195,"Worth County, Iowa",7417,211,193,241,7417,3190,724,404,5.45,3.25,22.7,72.1,57.8,0.49,
0.0,37.1,59.3,0500000US19053,"Decatur County, Iowa",19,53,"Decatur County, Iowa",7684,238,214,256,7684,3058,1003,452,5.88,3.33,32.8,59.3,37.1,0.5,
0.0,63.0,76.3,0500000US19149,"Plymouth County, Iowa",19,149,"Plymouth County, Iowa",25621,801,685,1490,25621,10214,2520,1486,5.8,5.82,24.67,76.3,63.0,0.87,
0.0,37.1,68.5,0500000US19047,"Crawford County, Iowa",19,47,"Crawford County, Iowa",16450,478,508,4871,16450,6214,1633,986,5.99,29.61,26.28,68.5,37.1,4.44,
0.0,62.5,72.7,0500000US19153,"Polk County, Iowa",19,153,"Polk County, Iowa",493378,16741,16176,43942,493378,199013,65569,32917,6.67,8.91,32.95,72.7,62.5,1.34,
0.0,20.1,39.3,0500000US40001,"Adair County, Oklahoma",40,1,"Adair County, Oklahoma",19726,731,647,1504,19726,6848,2153,1378,6.99,7.62,31.44,39.3,20.1,1.14,
0.0,22.2,47.5,0500000US40003,"Alfalfa County, Oklahoma",40,3,"Alfalfa County, Oklahoma",5683,155,103,376,5683,1829,372,258,4.54,6.62,20.34,47.5,22.2,0.99,
